method,uid,dataset,modality,dice,iou,hd95,assd,bf1,area_err,match_iou,n_gt,n_pred,n_miss,n_fp,pred_pt_err,rough_pt_err
rough_otsu__detstats,tg3k_bb5a47ba96,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_bb5a47ba96,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_bb5a47ba96,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_bb5a47ba96,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_bb5a47ba96,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_270939c57c,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_270939c57c,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_270939c57c,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_270939c57c,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_270939c57c,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_270939c57c,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_270939c57c,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_270939c57c,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_304f929937,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_304f929937,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_304f929937,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_304f929937,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_304f929937,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_304f929937,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_304f929937,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_304f929937,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_55b01bd8e1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_55b01bd8e1,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_55b01bd8e1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_55b01bd8e1,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_55b01bd8e1,tg3k,thyroid,0.8268821777966823,0.7048585931834663,9.0,2.91873410882134,0.5250392134358621,0.10020202020202021,0.7048586010932922,1,1,,,3.0852231979370117,6.519848823547363
refiner_gtbox__detstats,tg3k_55b01bd8e1,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
rough_otsu_gtbox,tg3k_55b01bd8e1,tg3k,thyroid,0.712109955423477,0.552927603115085,16.0,5.876558202429347,0.3054870659032972,0.17535353535353534,0.5529276132583618,1,1,,,6.501654624938965,6.501654624938965
rough_otsu_gtbox__detstats,tg3k_55b01bd8e1,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
yolo26n_seg,tg3k_8eff03a93d,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_8eff03a93d,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_8eff03a93d,tg3k,thyroid,0.6686075949367088,0.5021867275147367,24.166091947189145,8.183601874242601,0.1311714781127369,0.4043627549989901,0.5021867156028748,1,1,,,7.786050796508789,10.456424713134766
refiner_gtbox__detstats,tg3k_8eff03a93d,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
rough_otsu_gtbox,tg3k_8eff03a93d,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_8eff03a93d,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_8105f6a9db,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,2,0,,,,
yolo26n_seg__detstats,tg3k_8105f6a9db,tg3k,thyroid,,,,,,,,2,0,2.0,0.0,,
refiner_gtbox,tg3k_8105f6a9db,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,2,2,,,,
refiner_gtbox__detstats,tg3k_8105f6a9db,tg3k,thyroid,,,,,,,,2,2,2.0,2.0,,
rough_otsu_gtbox,tg3k_8105f6a9db,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,2,2,,,,
rough_otsu_gtbox__detstats,tg3k_8105f6a9db,tg3k,thyroid,,,,,,,,2,2,2.0,2.0,,
yolo26n_seg,tg3k_bd4deeb4a7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_bd4deeb4a7,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_bd4deeb4a7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_bd4deeb4a7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_bd4deeb4a7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_bd4deeb4a7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_7fc79ea6c4,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_7fc79ea6c4,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_7fc79ea6c4,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_7fc79ea6c4,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_7fc79ea6c4,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_7fc79ea6c4,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_7fc79ea6c4,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_7fc79ea6c4,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_f97962b4ba,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_f97962b4ba,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_f97962b4ba,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_f97962b4ba,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_f97962b4ba,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_f97962b4ba,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_1cf0b37bb1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_1cf0b37bb1,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_1cf0b37bb1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_1cf0b37bb1,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_1cf0b37bb1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_1cf0b37bb1,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_b85b2538d0,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_b85b2538d0,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_b85b2538d0,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_b85b2538d0,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_b85b2538d0,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_b85b2538d0,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_30729a5e85,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_30729a5e85,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_30729a5e85,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_30729a5e85,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_30729a5e85,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_30729a5e85,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_04cda24dc6,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_04cda24dc6,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_04cda24dc6,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_04cda24dc6,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_04cda24dc6,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_04cda24dc6,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_618b490ddc,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_618b490ddc,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_618b490ddc,tg3k,thyroid,0.8156606851549756,0.6887052341597796,5.0,1.435996077499863,0.7616803278688525,0.20234604105571846,0.6887052059173584,1,1,,,1.499884843826294,2.2991504669189453
refiner_gtbox__detstats,tg3k_618b490ddc,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
rough_otsu_gtbox,tg3k_618b490ddc,tg3k,thyroid,0.6858974358974359,0.5219512195121951,7.2628580546923835,2.498579398402608,0.5903614457831327,0.17008797653958943,0.5219511985778809,1,1,,,2.300442934036255,2.300442934036255
rough_otsu_gtbox__detstats,tg3k_618b490ddc,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
yolo26n_seg,tg3k_10ae5b17eb,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,2,0,,,,
yolo26n_seg__detstats,tg3k_10ae5b17eb,tg3k,thyroid,,,,,,,,2,0,2.0,0.0,,
refiner_gtbox,tg3k_10ae5b17eb,tg3k,thyroid,0.7926267281105991,0.6564885496183206,2.3249218495867447,0.8507204239646959,0.8970792767732964,0.028037383177570093,0.6564885377883911,2,2,,,0.8550269603729248,1.0053070783615112
refiner_gtbox__detstats,tg3k_10ae5b17eb,tg3k,thyroid,,,,,,,,2,2,1.0,1.0,,
rough_otsu_gtbox,tg3k_10ae5b17eb,tg3k,thyroid,0.7230046948356808,0.5661764705882353,4.76246117974981,1.2930263815358591,0.8018575851393188,0.009345794392523364,0.5661764740943909,2,2,,,1.0040240287780762,1.0040240287780762
rough_otsu_gtbox__detstats,tg3k_10ae5b17eb,tg3k,thyroid,,,,,,,,2,2,1.0,1.0,,
yolo26n_seg,tg3k_5002b7d5de,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_5002b7d5de,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_5002b7d5de,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_5002b7d5de,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_5002b7d5de,tg3k,thyroid,0.7418281464082991,0.589607965152458,12.0,5.4723359600497545,0.3017977634124475,0.3532934131736527,0.5896079540252686,1,1,,,5.869266033172607,5.584078311920166
refiner_gtbox__detstats,tg3k_5002b7d5de,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
rough_otsu_gtbox,tg3k_5002b7d5de,tg3k,thyroid,0.690238611713666,0.5269956939383902,12.621131264291458,5.031836496038096,0.2940307725356462,0.1234454168585905,0.5269957184791565,1,1,,,5.539668560028076,5.539668560028076
rough_otsu_gtbox__detstats,tg3k_5002b7d5de,tg3k,thyroid,,,,,,,,1,1,0.0,0.0,,
yolo26n_seg,tg3k_a6030d47c5,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_a6030d47c5,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_a6030d47c5,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_a6030d47c5,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_a6030d47c5,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_a6030d47c5,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_83de273488,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,2,0,,,,
yolo26n_seg__detstats,tg3k_83de273488,tg3k,thyroid,,,,,,,,2,0,2.0,0.0,,
refiner_gtbox,tg3k_83de273488,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,2,2,,,,
refiner_gtbox__detstats,tg3k_83de273488,tg3k,thyroid,,,,,,,,2,2,2.0,2.0,,
rough_otsu_gtbox,tg3k_83de273488,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,2,2,,,,
rough_otsu_gtbox__detstats,tg3k_83de273488,tg3k,thyroid,,,,,,,,2,2,2.0,2.0,,
yolo26n_seg,tg3k_fd56715a76,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,2,0,,,,
yolo26n_seg__detstats,tg3k_fd56715a76,tg3k,thyroid,,,,,,,,2,0,2.0,0.0,,
refiner_gtbox,tg3k_fd56715a76,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,2,2,,,,
refiner_gtbox__detstats,tg3k_fd56715a76,tg3k,thyroid,,,,,,,,2,2,2.0,2.0,,
rough_otsu_gtbox,tg3k_fd56715a76,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,2,2,,,,
rough_otsu_gtbox__detstats,tg3k_fd56715a76,tg3k,thyroid,,,,,,,,2,2,2.0,2.0,,
yolo26n_seg,tg3k_835848f9b5,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,2,0,,,,
yolo26n_seg__detstats,tg3k_835848f9b5,tg3k,thyroid,,,,,,,,2,0,2.0,0.0,,
refiner_gtbox,tg3k_835848f9b5,tg3k,thyroid,0.7526111608475082,0.6033492822966507,19.18321970681993,6.519491706779171,0.2591784578944088,0.316926167754897,0.6033492684364319,2,2,,,6.2540082931518555,9.04446792602539
refiner_gtbox__detstats,tg3k_835848f9b5,tg3k,thyroid,,,,,,,,2,2,1.0,1.0,,
rough_otsu_gtbox,tg3k_835848f9b5,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,2,2,,,,
rough_otsu_gtbox__detstats,tg3k_835848f9b5,tg3k,thyroid,,,,,,,,2,2,2.0,2.0,,
yolo26n_seg,tg3k_2f8119a5d8,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,2,0,,,,
yolo26n_seg__detstats,tg3k_2f8119a5d8,tg3k,thyroid,,,,,,,,2,0,2.0,0.0,,
refiner_gtbox,tg3k_2f8119a5d8,tg3k,thyroid,0.8386524822695035,0.7221374045801526,8.54400374531753,4.105605206260693,0.24314442413162707,0.2715292675452038,0.7221373915672302,2,2,,,3.9686453342437744,5.766613006591797
refiner_gtbox__detstats,tg3k_2f8119a5d8,tg3k,thyroid,,,,,,,,2,2,1.0,1.0,,
rough_otsu_gtbox,tg3k_2f8119a5d8,tg3k,thyroid,0.8418472652218782,0.726887948318111,14.0,5.17252581222173,0.34319846819846817,0.37572785779957096,0.7268879413604736,2,2,,,5.781561851501465,5.781561851501465
rough_otsu_gtbox__detstats,tg3k_2f8119a5d8,tg3k,thyroid,,,,,,,,2,2,1.0,1.0,,
yolo26n_seg,tg3k_b00b611616,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_b00b611616,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_b00b611616,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_b00b611616,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_b00b611616,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_b00b611616,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_ba158508b8,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_ba158508b8,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_ba158508b8,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_ba158508b8,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_ba158508b8,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_ba158508b8,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_76b5d89479,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_76b5d89479,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_76b5d89479,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_76b5d89479,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_76b5d89479,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_76b5d89479,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_26ee11847c,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_26ee11847c,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_26ee11847c,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_26ee11847c,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_26ee11847c,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_26ee11847c,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_26ee11847c,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_26ee11847c,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_913dbf8a39,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_913dbf8a39,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_913dbf8a39,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_913dbf8a39,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_913dbf8a39,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_913dbf8a39,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_97b03b5ca1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_97b03b5ca1,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_97b03b5ca1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_97b03b5ca1,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_97b03b5ca1,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_97b03b5ca1,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_d70894e200,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_d70894e200,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_d70894e200,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_d70894e200,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_d70894e200,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_d70894e200,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_4d13d912f0,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_4d13d912f0,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_4d13d912f0,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_4d13d912f0,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_4d13d912f0,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_4d13d912f0,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_96177c6a93,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_96177c6a93,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_96177c6a93,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_96177c6a93,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_96177c6a93,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_96177c6a93,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_850752d759,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_850752d759,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_850752d759,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_850752d759,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_850752d759,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_850752d759,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_b6dfd2eeb7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_b6dfd2eeb7,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_b6dfd2eeb7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_b6dfd2eeb7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_b6dfd2eeb7,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_b6dfd2eeb7,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_976842c427,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,2,,,,
yolo26n_seg__detstats,tg3k_976842c427,tg3k,thyroid,,,,,,,,1,2,1.0,2.0,,
rough_otsu,tg3k_976842c427,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,2,,,,
rough_otsu__detstats,tg3k_976842c427,tg3k,thyroid,,,,,,,,1,2,1.0,2.0,,
refiner_gtbox,tg3k_976842c427,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_976842c427,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_976842c427,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_976842c427,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_b8aed614c2,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
yolo26n_seg__detstats,tg3k_b8aed614c2,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu,tg3k_b8aed614c2,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu__detstats,tg3k_b8aed614c2,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
refiner_gtbox,tg3k_b8aed614c2,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_b8aed614c2,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_b8aed614c2,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_b8aed614c2,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_860bc2dfd9,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,0,,,,
yolo26n_seg__detstats,tg3k_860bc2dfd9,tg3k,thyroid,,,,,,,,1,0,1.0,0.0,,
refiner_gtbox,tg3k_860bc2dfd9,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
refiner_gtbox__detstats,tg3k_860bc2dfd9,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
rough_otsu_gtbox,tg3k_860bc2dfd9,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,1,,,,
rough_otsu_gtbox__detstats,tg3k_860bc2dfd9,tg3k,thyroid,,,,,,,,1,1,1.0,1.0,,
yolo26n_seg,tg3k_d0d83eabfe,tg3k,thyroid,0.0,0.0,,,0.0,,0.0,1,2,,,,
yolo26n_seg__detstats,tg3k_d0d83eabfe,tg3k,thyroid,,,,,,,,1,2,1.0,2.0,,
